4876400;50.000000
4944800;56.000000
4727600;55.000000
4802800;50.000000
4918800;49.000000
4985300;45.000000
4880400;47.000000
5030600;50.000000
4679300;60.000000
4857000;46.000000
4787200;52.000000
4777500;43.000000
4670000;49.000000
4782100;49.000000
4817400;48.000000
4793700;53.000000
5019400;42.000000
4737800;46.000000
5062400;39.000000
4942100;44.000000
4892400;44.000000
4974000;41.000000
4900900;54.000000
4862400;46.000000
4858300;54.000000
5038200;42.000000
4804400;50.000000
4715300;49.000000
4946300;45.000000
4737600;54.000000
4780800;48.000000
4769500;47.000000
4908700;42.000000
4775900;50.000000
4867000;45.000000
4972100;47.000000
5041200;46.000000
4939100;50.000000
4847400;47.000000
4863100;52.000000
4968900;46.000000
4913700;51.000000
4831800;46.000000
4886100;48.000000
4754200;48.000000
4946800;44.000000
4747600;52.000000
4703200;62.000000
4733700;54.000000
4780700;49.000000
4847200;49.000000
5156500;45.000000
4919200;43.000000
5073500;39.000000
4836200;51.000000
4909300;49.000000
4736900;52.000000
4786500;47.000000
5050700;47.000000
4875700;46.000000
4841700;50.000000
4910000;41.000000
4759900;44.000000
5064300;41.000000
4652300;58.000000
4826400;46.000000
4749200;57.000000
4659300;59.000000
4661700;60.000000
5028500;52.000000
4913300;44.000000
4700400;52.000000
4773900;54.000000
4724200;52.000000
4820300;46.000000
5043000;41.000000
4774200;47.000000
4629100;52.000000
4698400;56.000000
5012100;49.000000
4878100;44.000000
4979000;39.000000
4855600;44.000000
4775200;49.000000
4735500;57.000000
5060900;39.000000
4817900;45.000000
5061500;42.000000
5031800;48.000000
4763500;46.000000
4744400;55.000000
4913600;47.000000
4788400;46.000000
4853400;45.000000
4701700;54.000000
4719700;50.000000
4877500;47.000000
4873100;46.000000
4908200;43.000000
5045500;42.000000
4805800;43.000000
4820000;44.000000
4766400;49.000000
4770700;51.000000
4770600;52.000000
4889800;47.000000
4889400;49.000000
4926300;50.000000
4874400;50.000000
4791100;52.000000
4748900;53.000000
4730100;54.000000
4955200;52.000000
4748700;51.000000
4725100;62.000000
4725400;48.000000
4810400;51.000000
4662800;55.000000
4913000;59.000000
4842200;47.000000
4957000;52.000000
4781900;48.000000
4722300;50.000000
5141200;40.000000
4805500;51.000000
4718000;58.000000
4844400;52.000000
4722200;50.000000
4903900;42.000000
4937900;50.000000
4999300;44.000000
4801600;52.000000
4692100;52.000000
4874100;49.000000
4934300;45.000000
4855900;49.000000
4906400;45.000000
5133900;45.000000
4970800;45.000000
4765400;62.000000
5132900;37.000000
4962300;41.000000
4864000;46.000000
4948500;45.000000
4751100;58.000000
5069900;41.000000
4893000;43.000000
4917100;51.000000
4796200;48.000000
4851200;53.000000
4861000;49.000000
4897200;42.000000
4890000;42.000000
4867100;50.000000
5111300;43.000000
4681200;54.000000
4810700;48.000000
4668000;53.000000
4807000;54.000000
4787400;53.000000
4908100;50.000000
4745200;56.000000
4817500;53.000000
4743300;48.000000
4769300;56.000000
4633300;55.000000
4884400;50.000000
5031200;46.000000
4938700;50.000000
4870900;49.000000
4845500;49.000000
4862500;49.000000
4723600;57.000000
4928900;51.000000
4783300;50.000000
4789900;46.000000
4944800;47.000000
4807600;50.000000
4633200;57.000000
4727100;49.000000
4738300;50.000000
4826600;51.000000
4678800;50.000000
4697900;58.000000
4916000;53.000000
4849600;43.000000
4779400;58.000000
4992500;44.000000
4740400;56.000000
4822300;55.000000
4946900;40.000000
4889000;57.000000
4705400;59.000000
4949400;46.000000
4789500;41.000000
