7314300;44.869870
7469100;44.960961
7560800;46.340340
7234400;49.072072
7538600;40.625626
7313500;45.639640
7249500;44.515516
7438100;42.584585
7356400;44.866867
7362300;44.940941
7450100;46.145145
7265600;49.210210
7396500;45.486486
7480800;42.200200
7453600;43.821822
7296400;46.476476
7314700;47.686687
7473600;43.799800
7362900;43.175175
7432400;47.210210
7364200;44.229229
7363700;44.985986
7385300;44.816817
7264000;47.292292
7550000;44.085085
7247400;46.325325
7436000;46.577578
7338000;43.700701
7330800;46.674675
7340300;47.078078
7541300;43.995996
7357100;45.649650
7408000;45.044044
7464000;43.659660
7240800;46.374374
7319100;45.342342
7608400;44.588589
7340700;43.407407
7277200;46.006006
7378600;43.412412
7429400;45.162162
7272800;47.230230
7193100;47.380380
7318000;46.813814
7256400;44.839840
7436900;44.048048
7219700;48.187187
7463300;41.882883
7273100;42.177177
7447700;44.838839
7478400;45.037037
7372200;45.888889
7300100;44.732733
7503600;45.455455
7405100;45.392392
7476900;44.605606
7464700;42.985986
7316900;47.100100
7440300;42.324324
7198800;48.595596
7393500;45.565566
7199700;47.107107
7453300;44.747748
7396100;44.476476
7476900;43.954955
7365900;48.843844
7344500;45.374374
7396400;45.504505
7330800;45.928929
7262900;45.257257
7424200;44.099099
7330600;44.386386
7306700;46.292292
7359700;46.216216
7294400;45.500501
7416500;42.127127
7447200;44.657658
7455700;43.656657
7362900;46.205205
7363600;44.601602
7451100;43.886887
7418400;44.815816
7481800;44.762763
7425800;42.646647
7696200;37.359359
7405800;45.214214
7286500;48.015015
7636200;44.761762
7290300;45.714715
7266800;47.935936
7474600;43.922923
7239200;48.960961
7339900;46.794795
7465100;43.467467
7338900;45.668669
7382800;44.667668
7405500;44.500501
7345600;47.412412
7351900;46.370370
7402200;45.533534
7359300;46.807808
7306600;47.765766
7256000;45.490490
7315100;44.170170
7485300;44.188188
7504400;44.363363
7623600;40.505506
7396900;43.511512
7478600;44.784785
7192900;47.573574
7658200;43.878879
